Index,Name,FromYear,ToYear,Area,Type,References,MemberOf,FullPath,Region,Subregion,ColorR,ColorG,ColorB,Generated,SourceRun,OverlapNote,geometry
1,Abhiras,-610.1,-317.5,12460.9,POLITY,,,Abhiras,South Asia,North India,244,243,254,2026-08-22,Abhiras,,"POLYGON ((71.0453 26.1336, 71.1292 26.1248, 71.2262 26.1248,…"
2,Abilianikhi,-880.1,-749.5,5757.4,POLITY,,,Abilianikhi,Southwest Asia,Anatolia-Caucasus,80,192,80,2026-08-22,Abilianikhi,,"POLYGON ((43.13778 41.06389, 43.129 41.0569, 43.1124 41.0445…"
3,Abilianikhi,-735.4,-591.5,5757.4,POLITY,,,Abilianikhi,Southwest Asia,Anatolia-Caucasus,80,192,80,2026-08-22,Abilianikhi,,"POLYGON ((43.13778 41.06389, 43.129 41.0569, 43.1124 41.0445…"
4,Abisara,-337.5,-326.4,16544.6,POLITY,,,Abisara,South Asia,North India,144,144,112,2026-08-22,Abisara,,"POLYGON ((75.0188 33.9163, 75.0453 33.8589, 75.0762 33.8236,…"
5,Aboriginal Peoples,-2400.1,-2350.1,18325360.2,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-22,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
6,Aboriginal Peoples,-2350.1,-2300.1,18271434.6,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-22,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
7,Aboriginal Peoples,-2300.1,-2250.1,18136346.2,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-22,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
8,Aboriginal Peoples,-2250.1,-2200.1,18073094.6,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-22,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
9,Aboriginal Peoples,-2200.1,-2150.1,17952923.1,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-22,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
10,Aboriginal Peoples,-2150.1,-2100.1,17901051.5,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-22,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
11,Aboriginal Peoples,-2100.1,-2050.1,17901051.5,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-22,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
12,Aboriginal Peoples,-2050.1,-2000.1,17669964.2,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-22,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
13,Aboriginal Peoples,-2000.1,-1950.1,17225153.0,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-22,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
